Câu hỏi,Câu trả lời
"Tôi bị bệnh sán chó (Toxocara canis) đã điều trị, khi nào hiến máu?","Sán chó (toxocariasis) có thể gây viêm nội tạng, viêm não. Sau điều trị (Albendazole 5 ngày), bạn cần hoãn hiến ít nhất 2 năm và có xét nghiệm kháng thể Toxocara IgG âm tính hoặc giảm 4 lần. Ấu trùng sán có thể tồn tại trong cơ thể nhiều năm."
Tại sao tôi bị sưng hạch cổ sau khi hiến máu?,"Hạch cổ sưng do phản ứng viêm (có thể do nhiễm trùng răng miệng, viêm họng trùng hợp). Hiến máu không gây sưng hạch. Nếu hạch to, cứng, không đau, nhiều hạch kèm sốt, sụt cân, cần khám loại trừ u lympho, bệnh lý ác tính."
Vai trò của chỉ số CA 125,"CA 125 là dấu ấn ung thư buồng trứng, tăng cũng trong lạc nội mạc tử cung, u nang buồng trứng lành, viêm vùng chậu, suy tim, gan. Bệnh nhân ung thư buồng trứng không hiến máu."
Hiến máu có ảnh hưởng đến kết quả xét nghiệm tế bào học nước tiểu (urine cytology) không?,"Không. Xét nghiệm tế bào học nước tiểu tìm tế bào ung thư bàng quang (tế bào chuyển tiếp). Hiến máu không ảnh hưởng. Nếu bạn có tiểu máu, cần khám chuyên khoa tiết niệu. Hiến máu không gây tiểu máu."
Tôi bị bệnh suy tĩnh mạch mạn (CVI) có hiến được không?,"Suy tĩnh mạch mạn (Chronic venous insufficiency) gây phù chân, loét chân, thường kèm viêm da. Nếu không bị loét chân, không dùng thuốc chống đông (Warfarin, Rivaroxaban), không bị thiếu máu (do viêm mạn), bạn vẫn có thể hiến máu. Tuy nhiên, nên chọn bên cánh tay không bị suy tĩnh mạch để lấy máu."
Tại sao tôi bị cảm giác nóng bỏng ở lòng bàn chân sau hiến máu?,"Cảm giác nóng bỏng lòng bàn chân có thể do bệnh lý thần kinh ngoại biên (tiểu đường, thiếu B12, suy thận). Hiến máu có thể làm khởi phát triệu chứng do giảm oxy máu ngoại vi. Nếu bị tiểu đường, kiểm soát đường huyết. Bổ sung B12. Nếu không rõ nguyên nhân, khám nội thần kinh."
Vai trò của chỉ số AFP (Alpha-fetoprotein),"AFP là dấu ấn ung thư gan (HCC), ung thư tế bào mầm (tinh hoàn, buồng trứng), cũng tăng trong viêm gan, xơ gan, thai phụ. Bệnh nhân ung thư gan không hiến máu."
Hiến máu có làm thay đổi kết quả xét nghiệm áp lực thẩm thấu máu (osmolality) không?,"Osmolality máu phụ thuộc vào Natri, Glucose, Ure. Hiến máu gây mất nước (nếu bạn uống không đủ), osmolality tăng nhẹ. Uống đủ nước sẽ bình thường. Nếu bạn bị đái tháo nhạt (tiểu nhiều, khát nhiều), hiến máu có thể làm nặng thêm. Cần khám trước."
"Tôi bị bệnh viêm mạch dị ứng (Hypersensitivity vasculitis) do thuốc, đã khỏi, có hiến được không?","Viêm mạch dị ứng thường tự khỏi sau khi ngừng thuốc gây bệnh (kháng sinh, NSAIDs). Sau khi khỏi hoàn toàn (hết ban, không còn tổn thương nội tạng) ít nhất 6 tháng, bạn có thể hiến máu. Nếu viêm mạch tái phát, cần điều trị corticoid, bạn sẽ bị hoãn."
Tại sao tôi bị rụng lông mày sau khi hiến máu?,"Rụng lông mày (madarosis) không liên quan hiến máu. Nguyên nhân: suy giáp, lupus, bệnh phong, viêm da cơ, hoặc do tuổi tác. Khám nội tiết, miễn dịch. Hiến máu không ảnh hưởng đến nang lông."
Vai trò của chỉ số CA 15-3,"CA 15-3 là dấu ấn ung thư vú, tăng trong ung thư vú di căn, cũng tăng trong viêm gan, sarcoidosis. Bệnh nhân ung thư vú không hiến máu. Hiến máu không ảnh hưởng CA 15-3."
Hiến máu có ảnh hưởng đến kết quả xét nghiệm khí máu động mạch (ABG) không?,"ABG lấy máu động mạch (quay, bẹn), đánh giá pH, PaO2, PaCO2. Hiến máu (tĩnh mạch) không ảnh hưởng. Tuy nhiên, nếu bạn hiến máu xong mệt, thở nhanh, PaCO2 giảm (kiềm hô hấp), kết quả ABG có thể thay đổi tạm thời. Nên làm ABG khi cơ thể ổn định."
"Tôi bị bệnh hoại tử xương hàm (Osteonecrosis of the jaw) do thuốc Bisphosphonate, có hiến được không?","Hoại tử xương hàm thường do dùng Bisphosphonate (Alendronate, Zoledronate) điều trị loãng xương hoặc ung thư di căn xương. Bệnh nhân loãng xương dùng Alendronate vẫn có thể hiến máu vì thuốc không ảnh hưởng đến máu. Tuy nhiên, nếu có ung thư (đa u tủy, ung thư vú di căn), bạn không được hiến."
Tại sao tôi bị đau tức vùng hạ sườn phải sau khi hiến máu?,"Đau hạ sườn phải (gan, túi mật) có thể do sỏi túi mật, viêm gan, hoặc do căng cơ liên sườn. Hiến máu không gây đau gan. Nếu đau kèm vàng da, sốt, nôn, cần khám siêu âm bụng. Nếu chỉ hơi tức, có thể do tư thế nằm."
Vai trò của chỉ số CA 27.29,"CA 27.29 là dấu ấn ung thư vú, tương tự CA 15-3. Theo dõi điều trị ung thư vú. Bệnh nhân ung thư vú không hiến máu."
Hiến máu có làm thay đổi kết quả xét nghiệm fibrinogen không?,"Hiến máu toàn phần không ảnh hưởng. Hiến huyết tương (plasmapheresis) loại bỏ một lượng fibrinogen, có thể làm giảm fibrinogen huyết thanh tạm thời, nhưng fibrinogen được tổng hợp nhanh (24-48 giờ). Xét nghiệm fibrinogen nên làm sau 48 giờ."
"Tôi bị bệnh viêm mạch máu não (Cerebral vasculitis) đã khỏi, có hiến được không?","Viêm mạch não thường do bệnh tự miễn (lupus, viêm khớp dạng thấp, u hạt Wegener). Bệnh nhân dùng corticoid, cyclophosphamide (ức chế miễn dịch mạnh). Không được hiến máu. Ngay cả khi đã khỏi, nếu vẫn dùng thuốc ức chế miễn dịch, chống chỉ định."
Tại sao tôi bị chảy máu mũi khi thay đổi tư thế?,"Chảy máu mũi (epistaxis) khi cúi đầu hoặc nghiêng (do tăng áp lực tĩnh mạch mũi). Niêm mạc mũi khô (mất nước) dễ vỡ mao mạch. Hiến máu làm giảm tiểu cầu? Không (tiểu cầu không giảm). Ngậm đá viên, bóp mũi, ngồi thẳng. Nếu chảy máu thường xuyên, cần kiểm tra tiểu cầu, đo huyết áp."
Vai trò của chỉ số CEA (Carcinoembryonic antigen),"CEA là dấu ấn ung thư đại trực tràng, phổi, tụy, vú. Tăng trong hút thuốc lá, viêm gan, viêm tụy, COPD. Bệnh nhân ung thư đại trực tràng không hiến máu."
"Hiến máu có ảnh hưởng đến kết quả xét nghiệm T3, T4, TSH không?","Không ảnh hưởng đáng kể. Hiến máu gây stress nhẹ, có thể làm giảm TSH tạm thời (vài giờ), nhưng T3, T4 tự do không đổi. Nên xét nghiệm tuyến giáp khi cơ thể ổn định, không lo lắng. Kết quả tin cậy."
Tôi bị bệnh loạn dưỡng giác mạc (Corneal dystrophy) có hiến được không?,"Loạn dưỡng giác mạc thường do di truyền, không ảnh hưởng hệ thống. Bạn hoàn toàn có thể hiến máu bình thường. Loạn dưỡng giác mạc không liên quan đến bệnh máu."
Tại sao tôi bị đau nhức răng sau khi hiến máu?,"Đau nhức răng có thể do bạn bị viêm tủy răng từ trước, căng thẳng (hiến máu) làm nặng thêm. Hoặc do bạn nghiến răng (lo lắng) gây đau cơ nhai lan lên răng. Khám nha sĩ. Hiến máu không gây sâu răng."
Vai trò của chỉ số CA 72-4,"CA 72-4 là dấu ấn ung thư dạ dày, ung thư buồng trứng. Tăng ít trong u lành. Bệnh nhân ung thư dạ dày không hiến máu."
Hiến máu có làm tăng nguy cơ bị bệnh tự kỷ không?,"Tuyệt đối không. Bệnh tự kỷ (autism) là rối loạn phát triển thần kinh từ nhỏ, liên quan di truyền, môi trường. Hiến máu không gây hoặc làm nặng tự kỷ. Người trưởng thành tự kỷ nếu khỏe mạnh, không dùng thuốc ức chế miễn dịch, vẫn có thể hiến máu."
"Tôi bị bệnh viêm cơ tim (Myocarditis) đã khỏi hoàn toàn 2 năm, có hiến được không?","Viêm cơ tim do virus (thường Coxsackie) có thể để lại di chứng xơ hóa cơ tim, suy tim, rối loạn nhịp. Sau 2 năm, nếu siêu âm tim bình thường (EF>55%, không giãn thất), điện tim bình thường, không dùng thuốc trợ tim, bạn có thể hiến máu. Cần bác sĩ tim mạch xác nhận."
Tại sao tôi bị đau dây thần kinh sinh ba (trigeminal neuralgia) sau hiến máu?,"Đau dây thần kinh sinh ba không liên quan hiến máu. Nguyên nhân thường do mạch máu chèn ép dây thần kinh, hoặc do đa xơ cứng. Hiến máu không làm khởi phát. Nếu đau dữ dội, nhói như điện giật, cần khám thần kinh, dùng thuốc Carbamazepine."
Vai trò của chỉ số HE-4 (đã nhắc),"HE-4 đã đề cập. Ngoài ra, dấu ấn ROMA (kết hợp CA125 và HE4) ước tính nguy cơ ung thư buồng trứng. Bệnh nhân ung thư buồng trứng không hiến máu."
Hiến máu có ảnh hưởng đến kết quả xét nghiệm Aldosterone/Renin không?,"Aldosterone và renin đo trong máu để chẩn đoán cường aldosterone nguyên phát. Hiến máu gây mất thể tích, masp, làm tăng renin và aldosterone tạm thời (đáp ứng bù). Kết quả sẽ sai (pseudo-hypoaldosteronism). Nên xét nghiệm này trước khi hiến máu, hoặc chờ ít nhất 1 tuần sau hiến."
"Tôi bị bệnh viêm não tủy cấp (Acute disseminated encephalomyelitis - ADEM) đã khỏi, có hiến được không?","ADEM thường gặp ở trẻ em sau nhiễm virus, tự khỏi trong vòng 6 tháng. Nếu không có di chứng thần kinh, không dùng corticoid kéo dài, không có bệnh tự miễn nền, bạn có thể hiến máu sau 2 năm khỏi bệnh. Cần bác sĩ thần kinh đánh giá."
Tại sao tôi bị đau cơ chân sau khi hiến máu?,"Đau cơ chân (đau bắp chuối) có thể do thiếu magie, kali, hoặc do tư thế đứng lâu trong khi xếp hàng trước khi hiến. Cũng có thể bệnh nhân bị bệnh động mạch chi dưới (viêm tắc động mạch). Nếu đau khi đi bộ, hết khi nghỉ, có thể là bệnh động mạch ngoại biên. Khám mạch máu."
Vai trò của chỉ số TPS (Tissue Polypeptide Specific Antigen),"TPS là dấu ấn tăng sinh tế bào, tăng trong nhiều loại ung thư (vú, phổi, đại tràng). Không đặc hiệu. Bệnh nhân ung thư không hiến máu."
Hiến máu có làm thay đổi kết quả xét nghiệm Anti-CCP (viêm khớp dạng thấp) không?,"Anti-CCP là kháng thể đặc hiệu cho viêm khớp dạng thấp (RA). Hiến máu không ảnh hưởng. Nếu Anti-CCP dương tính, bạn cần khám chuyên khoa cơ xương khớp. RA không phải chống chỉ định hiến máu nếu bệnh ổn định và không dùng Methotrexate, Leflunomide, sinh học."
"Tôi bị bệnh u nguyên bào thần kinh (Neuroblastoma) thời thơ ấu đã khỏi 20 năm, có hiến máu được không?","U nguyên bào thần kinh là ung thư ác tính ở trẻ em, có thể di căn qua đường máu. Dù đã khỏi 20 năm, nguy cơ tái phát muộn vẫn tồn tại (dưới 5%). Hầu hết các trung tâm từ chối vĩnh viễn. Một số trung tâm cho phép sau 10 năm không tái phát, nhưng cần xét nghiệm tế bào gốc thần kinh trong máu ngoại vi (hiếm)."
Tại sao sau khi hiến máu tôi bị khạc đờm có màu nâu?,"Khạc đờm màu nâu (hemosiderin) gợi ý xuất huyết phổi cũ hoặc viêm phổi ứ máu do suy tim. Không liên quan đến hiến máu. Nếu bạn bị khó thở, sốt, ho ra máu, cần khám phổi ngay. Nếu chỉ đờm nâu, có thể do hút thuốc lá hoặc môi trường ô nhiễm. X-quang phổi cần thiết."
Vai trò của chỉ số sFlt-1/PlGF trong tiền sản giật,"Tỷ lệ sFlt-1/PlGF giúp dự đoán tiền sản giật ở thai phụ. Tỷ lệ >85 gợi ý tiền sản giật khởi phát sớm. Xét nghiệm này dùng cho thai phụ, không liên quan hiến máu. Phụ nữ có tiền sử tiền sản giật nặng vẫn có thể hiến máu sau khi sinh (nếu không có bệnh lý nền)."
Hiến máu có ảnh hưởng đến kết quả đo điện não đồ (EEG) không?,"EEG đo hoạt động điện não. Hiến máu gây mệt, buồn ngủ, có thể làm xuất hiện sóng theta chậm (bình thường). Nhưng không gây bất thường bệnh lý (sóng nhọn, gai). Nếu bạn bị động kinh, hiến máu không làm thay đổi EEG. Tuy nhiên, người động kinh không kiểm soát được cơn thì không hiến máu."
"Tôi bị bệnh thiểu sản tủy (Hypoplastic bone marrow) không do thuốc, có hiến được không?","Thiểu sản tủy là tình trạng tủy xương kém phát triển, giảm sản xuất tế bào máu (hồng cầu, bạch cầu, tiểu cầu). Bệnh nhân thường bị thiếu máu, dễ nhiễm trùng, chảy máu. Tuyệt đối không được hiến máu. Họ cần được truyền máu thường xuyên."
Tại sao tôi bị đau gót chân sau khi hiến máu?,"Đau gót chân (calcaneus) có thể do viêm cân gan chân (plantar fasciitis), gai xương gót, hoặc do bệnh lý cột sống (thoái hóa). Không liên quan hiến máu. Massage, chườm đá, tập kéo căng cân gan chân. Nếu đau kéo dài, khám cơ xương khớp."
Vai trò của chỉ số Inhibin A và Inhibin B,"Inhibin A (thai kỳ, buồng trứng) và Inhibin B (tinh hoàn). Tăng trong u tế bào hạt (granulosa cell tumor) buồng trứng, ung thư tinh hoàn. Xét nghiệm hiếm. Bệnh nhân u tế bào hạt không hiến máu."
Hiến máu có làm thay đổi kết quả xét nghiệm dịch não tủy (CSF) không?,"Dịch não tủy lấy bằng chọc dò cột sống thắt lưng, hoàn toàn độc lập với máu ngoại vi. Hiến máu không ảnh hưởng đến thành phần CSF (protein, glucose, tế bào). Nếu bạn bị viêm màng não, bạn không được hiến máu."
"Tôi bị bệnh u tuyến cận giáp (Parathyroid adenoma) đã mổ, có hiến được không?","U tuyến cận giáp gây cường cận giáp (tăng canxi máu, loãng xương, sỏi thận). Sau phẫu thuật cắt bỏ u, nếu canxi máu bình thường, không có suy thận, loãng xương nặng, bạn có thể hiến máu. Nếu có biến chứng suy thận mạn, không được hiến."
